0.09,0.11,0.16,-0.40,-1.25,-2.60,25.62,-14.82
0.51,0.56,0.04,-0.22,-0.33,-8.29,21.15,0.50
1.03,1.07,-0.08,0.01,-0.50,1.66,2.44,-7.15
1.63,1.57,0.17,0.15,-0.67,2.42,-9.74,-5.29
1.94,1.84,-0.12,-0.03,-0.83,-1.76,-10.28,-8.19
2.13,2.04,0.33,0.07,-0.51,-0.53,-0.24,-2.04
2.38,2.17,-0.20,0.07,-1.01,-5.58,3.53,-1.51
2.43,2.28,-0.11,-0.07,-0.96,2.79,-5.44,2.32
2.50,2.35,0.01,-0.05,-0.85,-2.88,3.67,-0.01
2.58,2.37,-0.14,-0.11,-1.14,-7.68,-0.34,-3.27
2.58,2.39,-0.01,0.05,-1.05,3.76,-3.67,-1.75
2.60,2.40,-0.05,-0.05,-0.83,-1.64,-2.29,2.92
2.58,2.41,0.07,-0.07,-0.83,0.70,-1.10,2.54
2.59,2.42,-0.09,-0.02,-0.89,2.84,2.31,-0.85
2.60,2.44,-0.08,0.04,-0.81,0.47,-11.37,1.86
2.55,2.44,-0.18,-0.05,-0.89,-1.34,-10.50,3.44
2.51,2.43,-0.27,0.05,-1.15,-2.36,-3.87,3.79
2.48,2.41,-0.15,0.10,-1.08,-0.32,1.23,-1.77
2.48,2.43,-0.07,0.06,-0.79,1.53,-5.95,1.47
2.51,2.46,-0.03,0.03,-0.89,-0.48,-2.81,2.11
2.55,2.47,-0.10,-0.06,-1.03,0.03,-0.95,2.24
2.50,2.47,-0.02,0.02,-0.94,0.28,3.87,1.34
2.54,2.47,-0.15,-0.01,-1.05,-0.18,1.27,2.76
2.51,2.48,-0.05,0.02,-1.02,-0.86,7.42,2.21
2.50,2.48,-0.25,-0.03,-1.13,0.31,3.66,1.64
2.49,2.48,-0.23,0.01,-0.83,2.11,-2.89,-1.66
2.48,2.48,-0.02,0.01,-0.87,0.37,-8.77,0.92
2.45,2.46,0.05,0.05,-0.99,0.64,-16.86,1.89
2.48,2.47,-0.16,0.02,-1.06,0.79,-1.59,4.72
2.48,2.47,-0.04,-0.08,-0.85,1.18,0.79,0.68
2.50,2.48,-0.07,0.08,-0.89,4.82,-4.40,1.87
2.55,2.48,-0.07,0.04,-1.02,0.34,-0.99,4.07
2.52,2.48,0.06,-0.07,-0.95,-4.82,1.23,3.12
2.48,2.45,-0.10,-0.06,-1.02,-0.43,1.58,0.66
2.49,2.47,-0.12,0.01,-1.04,1.81,-1.07,-0.25
2.50,2.47,-0.10,0.06,-1.05,1.34,1.12,1.07
2.52,2.47,-0.35,-0.06,-1.35,-1.26,10.55,3.46
2.52,2.49,-0.34,-0.06,-1.33,-1.85,9.50,1.87
2.51,2.48,-0.12,0.06,-0.84,4.61,-0.63,1.37
2.50,2.44,-0.15,0.08,-1.00,3.66,-10.64,4.93
2.49,2.44,-0.04,-0.17,-1.02,-3.90,-3.43,9.40
2.47,2.47,-0.02,-0.03,-0.92,-1.21,2.21,4.31
2.46,2.48,-0.13,-0.02,-0.95,1.03,2.46,4.95
2.49,2.50,-0.12,0.06,-0.92,-0.07,-0.32,5.51
2.50,2.51,0.04,-0.04,-0.77,-0.67,-2.44,3.27
2.47,2.54,-0.12,-0.08,-1.01,-2.28,4.09,6.84
2.51,2.53,-0.00,-0.01,-0.90,0.72,-2.85,3.67
2.54,2.53,0.10,-0.13,-0.92,-2.44,-7.21,3.21
2.53,2.54,0.00,0.09,-0.96,-1.09,8.04,6.73
2.56,2.52,-0.33,-0.10,-1.02,-3.98,-0.23,6.38
2.54,2.49,-0.38,-0.04,-1.28,4.70,4.24,1.41
2.44,2.41,-0.32,-0.05,-1.24,4.31,0.96,5.00
2.40,2.40,-0.33,0.00,-1.16,-2.81,-9.03,8.39
2.42,2.43,-0.20,-0.05,-0.84,-1.37,-7.70,2.87
2.41,2.46,0.05,0.06,-0.76,3.95,-2.31,5.82
2.44,2.49,-0.08,0.04,-0.96,2.19,-5.02,5.31
2.44,2.51,-0.09,-0.15,-0.95,-2.92,9.79,3.53
2.47,2.53,-0.03,-0.07,-0.96,-4.80,1.37,3.98
2.52,2.53,-0.17,-0.00,-0.96,1.55,2.02,3.72
2.54,2.55,-0.06,-0.02,-0.99,0.28,-6.68,4.67
2.51,2.54,-0.14,-0.02,-1.15,3.83,-5.32,4.12
2.50,2.54,-0.11,0.08,-0.98,2.57,0.86,3.33
2.52,2.54,-0.03,0.02,-0.88,2.17,-2.04,3.52
2.48,2.51,-0.20,-0.11,-1.10,-3.29,5.75,5.23
2.48,2.52,-0.26,0.06,-1.22,3.96,-6.62,1.27
2.51,2.53,-0.09,0.10,-0.79,-1.76,3.45,6.10
2.52,2.54,-0.17,0.02,-0.95,-1.44,0.91,5.38
2.54,2.57,-0.22,-0.04,-1.09,1.12,-5.70,2.71
2.52,2.56,-0.10,-0.03,-0.99,1.00,4.11,1.55
2.48,2.53,-0.11,0.01,-0.97,-0.47,-0.72,3.01
2.49,2.53,0.04,-0.09,-0.94,-3.85,-4.56,2.38
2.50,2.54,-0.23,-0.08,-1.13,-1.49,2.47,2.08
2.53,2.53,-0.03,0.07,-0.91,-0.38,6.06,2.11
2.51,2.53,-0.12,-0.11,-0.98,-5.88,0.55,7.53
2.48,2.51,-0.05,-0.07,-1.12,-3.64,-1.15,1.98
2.44,2.49,-0.10,-0.16,-1.11,-4.02,1.91,0.72
2.48,2.50,-0.04,0.08,-0.97,1.88,-2.15,2.62
2.47,2.52,-0.03,-0.03,-1.08,-1.12,-1.57,3.19
2.46,2.51,-0.07,-0.12,-1.05,-3.61,2.88,0.69
2.44,2.51,-0.15,-0.04,-0.94,-1.50,1.41,2.21
2.46,2.51,0.05,0.03,-0.91,1.40,-8.62,2.31
2.47,2.49,-0.09,-0.07,-1.00,-2.38,-1.78,1.01
2.47,2.49,-0.08,-0.13,-1.13,-7.18,2.48,2.92
2.49,2.49,-0.16,-0.05,-0.88,0.83,8.24,3.85
2.50,2.49,-0.11,-0.07,-0.85,0.50,-3.47,2.56
2.48,2.48,-0.01,0.02,-0.71,-2.47,0.38,1.31
2.48,2.47,-0.11,-0.06,-0.90,-1.34,4.38,4.04
2.45,2.47,0.06,0.02,-0.86,-5.55,1.57,3.06
2.47,2.50,-0.11,-0.03,-0.88,-1.11,-1.92,4.05
2.50,2.51,-0.19,0.02,-1.14,-0.39,0.45,0.63
2.53,2.51,-0.26,0.03,-0.94,0.69,3.21,6.49
2.50,2.50,-0.15,0.02,-0.90,-1.06,3.50,3.44
2.51,2.48,-0.07,-0.05,-1.06,-1.47,1.37,-2.61
2.48,2.46,-0.01,0.00,-0.93,-0.94,2.36,3.41
2.47,2.47,-0.23,-0.01,-1.09,-0.84,2.56,4.78
2.46,2.47,-0.32,-0.00,-1.14,-2.35,-1.55,0.48
2.48,2.47,0.05,0.16,-0.73,3.25,0.72,1.30
2.48,2.46,0.02,-0.01,-0.96,-1.11,-1.15,6.22
2.48,2.47,0.04,-0.09,-0.83,-3.98,-5.99,2.46
2.35,2.41,-0.18,-0.06,-0.94,-2.35,4.80,-0.26
2.17,2.27,-0.28,0.02,-1.03,-3.76,14.69,-5.54
1.98,2.14,-0.24,0.00,-1.02,-0.25,1.35,0.37
1.63,1.77,-0.24,-0.03,-0.95,-2.08,1.93,-3.02
1.40,1.51,-0.10,-0.06,-0.94,-0.73,-0.73,0.19
1.19,1.29,-0.10,-0.04,-0.96,-0.58,-0.47,-0.54
0.94,1.02,-0.09,-0.02,-0.96,-0.89,-0.05,0.04
0.80,0.87,-0.09,-0.03,-0.96,-0.78,-0.34,-0.07
0.63,0.69,-0.10,-0.01,-0.96,-0.92,-0.06,-0.21
0.54,0.59,-0.09,-0.01,-0.97,-0.99,-0.20,-0.18
0.46,0.50,-0.10,-0.01,-0.98,-1.05,-0.23,-0.22
0.37,0.40,-0.09,-0.01,-0.98,-0.88,-0.10,-0.24
0.31,0.34,-0.09,-0.01,-0.96,-0.95,-0.15,-0.21
0.27,0.29,-0.09,-0.01,-0.96,-0.79,-0.17,-0.27
0.21,0.23,-0.09,-0.02,-0.97,-0.73,-0.34,-0.37
0.18,0.19,-0.10,-0.01,-0.96,-0.92,-0.08,-0.21
0.14,0.15,-0.09,-0.01,-0.96,-0.83,-0.24,-0.29
0.12,0.13,-0.09,-0.02,-0.97,-0.83,-0.30,-0.33
0.10,0.11,-0.10,-0.01,-0.97,-0.76,-0.21,-0.24
0.08,0.09,-0.10,-0.02,-0.98,-0.88,-0.24,-0.21
0.07,0.08,-0.09,-0.02,-0.97,-0.79,-0.27,-0.29
0.06,0.06,-0.10,-0.02,-0.98,-0.89,-0.28,-0.28
0.05,0.05,-0.09,-0.01,-0.96,-0.77,-0.25,-0.33
0.04,0.04,-0.10,-0.01,-0.97,-0.87,-0.31,-0.34
0.03,0.03,-0.10,-0.01,-0.97,-0.92,-0.27,-0.15
0.03,0.03,-0.10,-0.02,-0.97,-0.92,-0.34,-0.34
0.02,0.03,-0.10,-0.01,-0.96,-0.92,-0.29,-0.25
0.02,0.02,-0.10,-0.01,-0.96,-0.91,-0.24,-0.28
0.02,0.02,-0.10,-0.01,-0.97,-0.99,-0.23,-0.20
0.01,0.01,-0.09,-0.01,-0.97,-0.79,-0.24,-0.26
0.01,0.01,-0.11,-0.02,-0.97,-0.88,-0.24,-0.37
0.01,0.01,-0.09,-0.01,-0.97,-0.84,-0.21,-0.25
0.01,0.01,-0.10,-0.01,-0.97,-0.89,-0.05,-0.44
0.01,0.01,-0.10,-0.01,-0.97,-0.77,-0.33,-0.24
0.01,0.01,-0.10,-0.01,-0.97,-0.88,-0.21,-0.37
0.00
