0.11,0.12,1.36,0.39,-1.08,6.76,120.83,5.43
0.42,0.44,0.28,-0.03,-0.14,-0.98,-14.05,2.84
0.60,0.62,-0.78,-0.05,-1.29,1.37,35.65,1.30
0.84,0.89,-0.42,-0.04,-1.19,5.52,2.98,1.47
1.08,1.07,-0.03,-0.04,-1.21,4.75,-4.68,-8.05
1.08,1.11,-0.06,-0.05,-0.93,-3.70,-1.15,3.61
1.25,1.21,0.07,0.01,-1.10,-0.59,7.03,-13.68
1.23,1.31,-0.19,-0.06,-1.11,-0.12,-4.79,-0.36
1.28,1.34,-0.14,-0.07,-1.18,-0.13,-7.87,-11.97
1.32,1.41,-0.15,-0.06,-0.84,-1.52,1.27,-3.11
1.36,1.44,-0.14,0.01,-0.92,-3.39,0.24,-0.04
1.42,1.46,-0.15,-0.07,-1.06,1.66,2.66,-1.54
1.44,1.45,-0.00,-0.08,-0.85,-1.53,-3.08,-2.47
1.45,1.50,-0.02,-0.04,-0.88,0.25,-3.84,-2.18
1.44,1.53,-0.07,-0.01,-0.94,-2.11,-3.86,-5.62
1.40,1.51,-0.10,-0.05,-1.02,-1.31,-1.29,-4.81
1.39,1.53,-0.09,-0.02,-0.87,1.54,-3.21,-4.18
1.41,1.54,-0.15,-0.01,-1.05,0.93,-0.90,-3.38
1.40,1.57,-0.08,-0.04,-1.03,-3.20,0.77,-3.15
1.40,1.56,0.01,-0.05,-0.94,-0.37,-2.56,-2.34
1.38,1.54,-0.07,-0.04,-1.00,-2.18,2.88,-6.10
1.42,1.56,-0.16,-0.04,-1.02,-0.63,-2.44,-0.15
1.39,1.54,-0.07,-0.02,-1.00,-0.13,-2.01,-5.47
1.40,1.56,-0.21,0.01,-1.08,-0.92,-3.53,-4.63
1.39,1.61,-0.13,0.02,-1.01,-2.15,1.45,-2.72
1.37,1.64,-0.09,-0.03,-1.01,-1.17,-0.90,-6.40
1.37,1.63,-0.10,-0.01,-0.93,-0.90,-2.09,-4.56
1.33,1.63,-0.05,-0.03,-0.93,-2.09,-0.52,-7.08
1.36,1.61,-0.12,-0.06,-1.04,0.60,-1.27,-11.15
1.32,1.56,-0.20,-0.02,-1.07,0.15,1.58,-9.47
1.29,1.50,0.06,-0.03,-0.82,-4.34,3.08,-13.77
1.27,1.44,-0.03,-0.06,-0.93,-5.41,8.11,-8.70
1.27,1.49,-0.22,-0.02,-1.08,-0.92,-5.08,-6.84
1.33,1.52,-0.11,-0.02,-0.96,-1.63,-0.56,-8.48
1.35,1.52,-0.14,-0.02,-0.99,-2.18,-0.56,-4.81
1.39,1.55,-0.06,-0.03,-0.95,-1.43,2.52,-6.63
1.45,1.60,-0.15,-0.01,-1.00,-1.01,2.95,-8.28
1.49,1.56,-0.10,-0.01,-1.01,-3.89,3.85,-5.52
1.50,1.54,-0.09,-0.07,-0.95,-1.89,-1.80,-6.58
1.50,1.55,-0.12,-0.07,-0.93,-2.25,1.70,-7.30
1.51,1.58,-0.19,-0.02,-0.96,-1.02,2.57,-6.83
1.51,1.60,-0.09,0.00,-0.91,-0.91,2.16,-6.98
1.48,1.60,-0.15,-0.02,-1.02,-1.28,1.24,-9.63
1.47,1.55,-0.01,-0.03,-0.92,-2.78,-1.31,-9.84
1.44,1.55,-0.12,-0.05,-1.10,-2.34,3.42,-11.27
1.50,1.54,-0.06,0.01,-0.98,-2.02,-3.81,-10.06
1.48,1.54,-0.11,0.01,-0.98,-1.56,0.27,-8.27
1.45,1.54,-0.03,0.01,-0.97,-1.14,-2.89,-13.02
1.45,1.52,-0.09,-0.00,-1.00,-1.37,0.45,-7.93
1.44,1.50,-0.00,-0.01,-0.94,-3.85,3.15,-10.41
1.44,1.56,-0.08,-0.00,-0.96,-2.02,-2.58,-10.53
1.45,1.55,-0.18,-0.02,-1.06,-2.21,1.20,-11.22
1.44,1.49,-0.35,0.01,-1.25,-0.48,6.27,-14.82
1.41,1.49,-0.01,0.06,-1.08,-1.67,-3.47,-4.41
1.40,1.44,-0.13,-0.03,-0.99,0.43,-1.94,-9.95
1.45,1.46,-0.08,-0.00,-1.00,-1.93,-0.98,-10.10
1.47,1.50,-0.06,-0.04,-1.00,-4.11,5.21,-9.73
1.48,1.53,-0.00,0.01,-0.90,-0.74,-4.50,-8.35
1.47,1.54,-0.11,-0.02,-1.01,-2.21,-0.46,-10.82
1.46,1.53,-0.04,-0.03,-1.06,-3.37,4.28,-6.50
1.45,1.53,-0.09,-0.02,-0.97,-2.56,1.60,-7.95
1.48,1.53,-0.07,-0.04,-0.93,-1.87,0.66,-10.68
1.50,1.52,-0.13,-0.02,-0.99,-2.04,-2.79,-11.44
1.47,1.53,-0.02,-0.01,-0.99,-1.50,3.76,-8.50
1.46,1.57,-0.15,-0.03,-1.03,-1.90,0.06,-9.66
1.44,1.48,-0.02,-0.01,-0.91,-0.16,-1.49,-16.54
1.45,1.49,0.02,0.04,-0.90,-2.57,-1.20,-6.91
1.46,1.47,-0.06,-0.02,-1.02,-0.71,-0.95,-11.33
1.47,1.46,-0.05,-0.04,-1.10,-5.03,2.63,-10.73
1.47,1.50,-0.07,-0.05,-0.91,-2.75,-1.27,-9.48
1.48,1.53,-0.16,-0.05,-1.05,-2.02,-4.22,-13.72
1.47,1.54,-0.07,-0.02,-0.96,-2.56,-4.11,-12.76
1.47,1.53,-0.14,-0.01,-1.11,0.06,2.98,-12.78
