0.09,0.12,-0.08,0.36,-1.43,12.30,35.46,-22.16
0.42,0.44,1.40,0.31,1.21,-5.34,5.95,-4.45
0.87,0.92,0.14,0.22,-0.21,4.50,-10.02,21.66
1.24,1.37,-0.50,-0.07,-1.40,-8.19,1.02,0.55
1.55,1.64,0.08,-0.04,-1.12,-2.82,14.91,-6.24
1.62,1.72,-0.39,0.10,-1.33,11.70,1.16,-5.66
1.72,1.82,-0.01,0.03,-0.86,0.97,8.85,7.21
1.85,1.87,-0.18,-0.07,-0.83,-3.78,0.78,2.73
1.91,1.93,-0.09,0.02,-0.85,2.25,-1.46,3.85
1.94,1.94,-0.04,0.00,-0.98,0.98,1.77,2.34
1.96,1.94,-0.10,-0.01,-0.96,-2.55,-2.09,-0.79
1.97,1.95,-0.02,-0.02,-0.92,0.31,-5.06,4.82
1.97,1.94,-0.11,-0.09,-0.97,-0.91,-0.49,-0.24
1.97,1.94,-0.09,-0.02,-0.92,0.22,0.98,2.11
1.97,1.95,-0.11,-0.01,-0.91,-1.62,-0.49,1.53
2.00,1.94,-0.08,-0.04,-0.92,1.57,-2.55,-0.90
2.01,1.94,-0.03,-0.04,-0.86,-1.18,-6.76,2.47
2.00,1.94,0.15,-0.03,-0.91,-0.46,0.37,0.75
1.98,1.93,-0.00,-0.01,-0.90,1.81,-9.35,-1.05
1.94,1.89,-0.34,0.09,-1.05,3.16,0.02,-0.39
1.94,1.86,-0.02,-0.04,-0.87,-0.86,1.56,2.03
1.88,1.80,-0.08,-0.02,-0.87,0.31,-10.18,1.28
1.88,1.83,-0.20,0.06,-1.02,2.63,1.17,-1.15
1.94,1.87,-0.08,0.04,-0.97,0.78,-6.61,4.18
1.97,1.90,-0.13,-0.04,-1.01,-0.31,-2.97,-1.35
2.03,1.92,-0.03,0.03,-0.87,-0.95,2.51,2.70
2.05,1.93,-0.14,-0.08,-0.93,-3.80,2.69,-0.37
1.99,1.92,-0.10,-0.04,-0.91,1.15,1.38,0.90
2.00,1.91,0.01,0.00,-0.87,1.23,-4.44,2.61
1.98,1.91,-0.05,-0.02,-0.94,-0.57,0.32,0.05
1.99,1.93,-0.06,-0.01,-0.98,1.47,-2.17,-0.91
2.00,1.94,-0.14,-0.05,-0.99,-2.17,8.36,0.02
2.01,1.96,-0.16,0.04,-0.95,-3.62,-1.96,-0.06
2.04,1.96,-0.22,-0.03,-1.09,0.72,-1.31,3.66
2.04,1.99,-0.01,-0.00,-0.95,-1.37,1.08,1.20
2.03,1.96,-0.20,0.02,-1.08,0.17,-5.16,-0.38
2.03,1.97,-0.10,-0.08,-0.98,-1.38,7.52,0.15
2.06,1.99,-0.13,-0.01,-1.01,-0.20,-0.38,0.54
2.07,2.00,-0.05,0.00,-1.17,-1.54,1.58,2.09
2.03,1.98,-0.05,0.02,-0.89,-0.47,2.08,0.38
2.02,1.96,-0.11,0.00,-1.07,0.39,-2.57,1.09
2.00,1.96,-0.04,-0.02,-0.89,-3.25,1.06,0.00
2.03,1.96,0.02,-0.06,-0.77,-1.56,-4.44,1.44
2.02,1.96,-0.18,-0.05,-1.07,-0.90,4.65,1.51
2.01,1.97,-0.18,-0.03,-1.00,-2.09,2.40,3.70
2.01,1.98,-0.03,-0.04,-1.01,-1.20,-1.84,2.34
2.05,1.98,-0.15,-0.05,-0.88,-0.24,-0.67,3.22
2.07,1.98,-0.16,0.00,-1.12,2.08,-0.25,2.62
2.05,1.98,0.03,-0.04,-0.98,-1.30,-2.85,1.60
2.02,1.95,-0.06,-0.05,-0.93,-3.79,11.10,2.60
1.99,1.93,-0.13,0.04,-1.09,-1.67,3.12,7.06
1.94,1.93,-0.08,-0.02,-0.92,-1.21,-2.75,3.49
1.95,1.95,-0.12,-0.07,-1.05,-1.08,-0.93,-1.59
1.96,1.96,-0.08,0.04,-1.10,3.37,2.95,2.63
2.00,1.98,-0.27,-0.02,-1.05,1.62,5.31,1.18
1.99,1.98,-0.08,0.06,-0.91,0.89,0.37,4.62
1.99,1.99,-0.14,0.00,-0.94,-0.31,-6.54,0.28
1.98,1.98,-0.11,-0.01,-1.12,3.25,0.24,-0.11
2.00,1.98,-0.14,0.03,-1.14,0.53,1.14,5.60
2.07,2.00,-0.12,-0.05,-1.01,0.19,0.05,1.75
2.02,2.00,-0.15,-0.04,-1.03,0.50,-1.53,3.34
2.01,1.99,-0.06,-0.10,-0.98,-2.01,0.50,-0.91
2.01,1.99,-0.06,-0.03,-0.99,-0.05,-2.71,1.62
1.99,1.95,-0.01,0.01,-0.96,0.70,-8.51,1.91
2.00,1.94,-0.31,-0.09,-1.17,-1.32,4.44,4.27
1.99,1.98,-0.08,0.01,-0.94,2.53,3.02,9.44
1.99,1.99,-0.03,-0.09,-0.90,-3.88,3.08,2.49
2.01,2.00,-0.16,0.01,-0.96,-0.05,-6.02,2.68
2.01,2.01,-0.19,-0.10,-0.94,-3.92,7.36,2.99
1.99,2.01,-0.19,-0.01,-1.04,0.65,1.46,2.77
2.06,2.02,-0.25,-0.01,-1.08,2.61,-1.36,4.87
2.02,2.02,-0.18,0.13,-1.02,0.79,5.74,4.90
2.01,2.03,-0.17,-0.07,-0.90,-1.89,-0.04,1.23
2.02,2.03,-0.09,-0.03,-0.94,-3.82,1.96,3.96
2.01,2.05,-0.15,-0.02,-0.95,-0.16,-1.61,6.13
2.00,2.04,-0.05,0.04,-0.79,-2.76,-5.10,3.63
1.97,2.02,-0.00,0.04,-0.89,0.98,-2.70,4.74
2.00,1.99,-0.05,-0.04,-0.91,-5.13,0.11,2.30
1.98,2.00,-0.21,0.01,-0.99,-0.38,5.67,8.47
1.97,2.01,-0.11,-0.09,-0.93,-2.14,0.47,0.47
1.96,2.01,-0.13,0.03,-1.06,-0.87,2.08,1.73
1.98,2.01,-0.10,0.11,-1.00,0.82,1.60,3.70
1.96,2.01,0.07,-0.02,-0.89,-3.53,-1.42,2.01
1.99,2.01,-0.17,-0.03,-0.94,0.30,0.08,3.07
1.97,2.01,-0.15,-0.04,-1.05,-1.44,1.54,3.15
