0.11,0.11,1.04,-1.19,0.20,-41.34,109.95,10.39
0.40,0.43,-0.11,-0.04,-0.35,5.44,-18.79,1.04
0.95,0.81,0.52,-0.16,-0.89,-11.80,-6.48,-21.83
1.36,1.20,-0.18,-0.05,-0.83,-2.15,6.57,4.44
1.62,1.51,-0.37,-0.03,-1.36,-5.75,-3.11,2.06
1.67,1.58,0.38,-0.04,-0.49,-0.76,7.27,0.31
1.80,1.71,-0.37,0.15,-1.24,5.83,5.37,12.03
1.84,1.78,-0.14,0.01,-0.95,0.90,11.31,-0.50
1.92,1.83,-0.14,0.01,-0.98,-3.66,3.04,3.46
1.96,1.88,-0.24,0.01,-1.09,1.11,0.12,5.50
2.00,1.90,0.08,0.02,-0.90,-1.75,4.20,-3.85
2.05,1.89,-0.20,0.04,-1.03,1.50,0.77,1.76
2.05,1.90,-0.10,0.02,-0.91,0.22,4.60,3.69
2.04,1.89,-0.04,-0.01,-0.89,-0.89,-8.09,-0.37
2.03,1.88,-0.02,-0.02,-0.85,2.08,-1.11,1.50
1.99,1.87,-0.14,-0.04,-0.88,-0.63,0.38,4.18
1.99,1.88,-0.07,-0.07,-0.95,-0.06,-3.40,0.05
2.04,1.89,-0.15,-0.02,-0.91,2.89,-4.07,4.06
2.03,1.91,0.00,-0.03,-0.94,2.77,-4.00,-0.06
2.01,1.91,0.11,0.01,-0.62,-0.21,-5.09,3.82
1.99,1.90,-0.03,-0.01,-0.85,2.24,-18.76,-5.33
1.98,1.91,-0.12,-0.08,-0.94,1.98,3.33,-1.89
2.04,1.93,-0.22,-0.00,-1.15,-1.66,0.02,3.22
2.04,1.96,-0.09,-0.07,-0.93,-0.81,-0.85,2.98
2.07,1.95,-0.01,0.08,-0.97,-0.15,1.98,2.47
2.09,1.96,-0.20,-0.08,-0.99,-1.21,3.75,0.86
2.06,1.94,-0.13,0.02,-1.07,0.29,-1.14,2.86
2.00,1.91,0.00,-0.06,-0.78,-2.34,-1.40,4.41
1.98,1.91,-0.14,-0.06,-1.01,0.15,0.37,-1.01
1.98,1.93,-0.04,-0.00,-0.96,0.82,-2.76,1.75
1.99,1.93,-0.10,-0.01,-1.00,-1.07,-3.53,0.46
1.99,1.94,-0.11,-0.10,-0.95,-0.74,0.97,1.65
2.00,1.95,-0.17,-0.06,-0.99,-3.65,5.63,-0.44
1.98,1.94,0.07,0.00,-0.91,-0.77,-2.80,0.95
1.97,1.95,-0.10,0.11,-1.05,1.85,-1.79,2.76
1.98,1.96,-0.08,-0.04,-1.00,-2.97,7.20,1.85
2.01,1.98,-0.01,0.02,-0.78,-0.50,2.89,0.95
2.03,2.00,-0.07,-0.08,-1.02,-1.60,1.21,3.31
2.04,2.01,0.05,0.01,-0.80,-0.90,2.80,3.24
2.01,1.98,-0.07,-0.03,-0.85,-1.40,0.77,2.69
1.98,1.98,-0.03,0.08,-1.02,1.59,1.05,0.89
1.98,1.96,-0.12,-0.07,-1.00,-2.59,3.13,3.65
1.95,1.96,-0.03,0.02,-0.82,-1.80,-0.53,2.02
1.97,1.96,-0.07,0.01,-0.99,-0.24,-1.46,0.92
1.98,1.96,-0.08,-0.05,-0.80,-1.82,9.65,1.99
2.00,1.98,-0.24,0.04,-1.07,1.13,0.82,0.51
2.03,1.99,-0.09,0.01,-0.84,1.98,-3.30,0.76
2.01,1.99,-0.10,-0.03,-0.99,-1.90,2.18,1.83
2.02,1.98,-0.02,-0.03,-0.88,0.55,-5.47,0.89
2.03,1.98,-0.24,-0.00,-1.12,-1.49,10.88,2.68
2.04,2.00,-0.08,-0.07,-0.97,1.76,-3.78,3.00
2.03,2.01,-0.17,-0.01,-1.02,1.44,-1.60,-2.11
2.03,2.01,-0.04,0.02,-0.95,-3.19,-0.48,3.27
2.01,1.99,-0.17,-0.13,-1.04,-0.16,-2.29,-1.89
2.01,1.98,0.02,-0.04,-0.87,-0.76,0.44,4.53
1.99,1.98,0.10,0.00,-0.67,-3.19,-4.88,0.93
1.99,1.98,0.03,0.07,-0.91,-1.05,-1.20,4.18
2.02,2.00,-0.12,0.03,-0.91,-1.00,0.05,6.89
2.02,2.01,-0.00,-0.07,-0.94,-2.21,3.24,3.92
2.00,2.02,-0.13,0.02,-1.03,-1.89,3.04,1.66
2.03,2.02,-0.08,-0.03,-0.92,-2.03,-4.81,3.34
2.01,2.00,-0.14,0.02,-0.88,-1.00,-4.11,5.47
2.00,1.99,-0.14,-0.02,-0.97,-1.33,-4.28,2.53
1.98,2.01,-0.09,-0.06,-0.96,-3.92,-6.01,0.47
1.97,2.03,-0.17,0.04,-0.96,0.68,0.04,4.61
